T1: 1(0.73), 3(0.95), 5(0.75), 7(0.81), 9(0.82), 11(0.83), 13(0.93), 15(0.96), 17(0.88), 19(0.74), 21(0.80), 23(0.76), 25(0.82), 27(0.80), 29(0.80), 31(0.70), 34(0.81), 36(0.76), 38(0.75), 40(0.95), 42(0.98), 44(0.85), 46(0.85), 48(0.85), 50(0.80), 52(0.81), 54(0.78), 56(0.90), 58(0.72), 60(0.96), 62(0.93), 64(0.91), 66(0.83), 68(0.77), 70(0.75), 72(0.82), 74(0.88)
T53: 1(0.93), 4(0.80), 5(0.73), 7(0.85), 9(0.98), 11(0.70), 13(0.75), 15(0.88), 17(0.80), 19(0.73), 21(1.00), 24(0.96), 25(0.93), 27(0.91), 29(0.92), 32(0.73), 34(0.91), 36(0.87), 38(0.75), 40(0.75), 42(0.79), 44(0.91), 46(0.87), 48(0.92), 51(0.93), 52(0.95), 54(0.95), 56(0.77), 58(0.99), 60(0.76), 62(0.90), 64(0.76), 66(0.73), 68(0.95), 70(0.77), 72(0.80), 74(0.73)
T54: 1(0.89), 4(0.88), 5(0.90), 7(0.83), 9(0.76), 11(0.95), 13(0.99), 15(0.83), 17(0.82), 19(0.84), 21(0.99), 24(0.81), 25(0.72), 27(0.83), 29(0.79), 32(0.96), 34(0.78), 36(0.95), 38(0.82), 40(0.71), 42(0.91), 44(1.00), 46(0.80), 48(0.75), 51(0.79), 52(0.76), 54(0.87), 56(0.80), 58(0.83), 60(0.98), 62(0.95), 65(0.70), 66(0.86), 68(0.95), 70(0.89), 72(0.82), 74(0.96)
T55: 1(0.99), 4(0.84), 5(0.97), 7(0.70), 9(0.91), 11(0.80), 13(0.95), 16(0.78), 17(0.81), 19(0.79), 21(0.76), 24(0.76), 25(0.86), 27(0.89), 29(0.78), 32(0.75), 34(0.84), 36(0.73), 38(0.79), 40(0.82), 42(0.80), 44(0.92), 46(1.00), 48(0.79), 51(0.84), 52(0.95), 54(0.81), 56(0.90), 58(0.96), 60(0.92), 62(0.96), 64(0.87), 66(0.80), 68(0.77), 70(0.92), 72(0.74), 74(0.93)
T56: 1(0.87), 4(0.99), 5(0.87), 7(0.90), 9(0.91), 11(0.82), 13(0.93), 15(0.89), 17(0.82), 19(0.78), 21(0.71), 24(0.93), 25(0.79), 27(0.79), 29(0.75), 33(0.99), 34(0.71), 36(0.83), 38(0.89), 40(0.73), 42(0.81), 44(0.85), 46(0.92), 48(0.94), 50(0.74), 52(0.90), 54(0.80), 56(0.75), 58(0.80), 60(0.82), 62(0.84), 64(0.93), 66(0.90), 68(0.80), 70(0.81), 73(0.81), 74(0.71)
T57: 1(0.82), 4(0.72), 5(0.87), 7(0.93), 9(0.80), 11(0.75), 13(0.76), 15(0.94), 17(0.93), 19(0.75), 21(0.70), 24(0.73), 25(0.87), 27(0.70), 29(0.98), 32(0.94), 34(0.98), 36(0.96), 38(0.83), 40(0.95), 42(0.83), 44(0.82), 46(0.76), 48(0.85), 51(0.96), 52(0.99), 54(0.73), 56(0.98), 58(0.96), 60(0.74), 62(0.71), 64(0.77), 66(0.91), 68(0.90), 70(0.91), 73(0.72), 74(0.97)
T58: 1(0.85), 4(0.74), 5(0.89), 7(0.92), 9(0.71), 11(0.71), 13(0.81), 15(0.87), 17(0.87), 19(0.78), 21(0.86), 24(0.74), 25(0.76), 27(0.97), 29(0.73), 33(0.85), 34(0.80), 36(0.93), 38(0.82), 40(0.83), 42(0.72), 44(0.76), 46(0.94), 48(0.93), 51(0.77), 52(0.97), 54(0.77), 56(0.81), 58(0.81), 60(0.74), 62(0.80), 64(0.88), 66(0.71), 68(0.78), 70(0.97), 73(0.88), 74(0.96)
T59: 1(0.75), 3(0.76), 5(1.00), 7(0.70), 9(0.92), 11(0.84), 13(0.91), 15(0.70), 17(0.91), 19(0.95), 21(0.96), 23(0.78), 25(0.80), 27(0.97), 29(0.97), 31(0.76), 34(0.89), 36(0.92), 39(0.91), 40(0.87), 42(0.87), 44(0.92), 46(0.71), 48(0.81), 50(0.99), 52(0.93), 54(0.85), 56(0.83), 58(0.80), 60(0.85), 62(0.83), 64(0.98), 66(0.77), 68(0.97), 70(0.99), 72(0.78), 74(0.77)
T60: 1(0.74), 3(0.87), 5(0.96), 7(0.92), 9(0.81), 11(0.91), 13(0.83), 15(0.79), 17(0.84), 19(0.99), 21(0.90), 23(0.80), 25(0.94), 27(0.74), 29(0.93), 31(0.89), 34(0.80), 36(0.88), 39(0.92), 40(0.84), 42(0.94), 44(0.85), 46(0.82), 48(0.96), 50(0.85), 52(0.84), 54(0.87), 56(0.74), 58(0.78), 60(0.93), 62(0.98), 64(0.93), 66(0.96), 68(0.90), 71(0.72), 72(0.72), 74(0.83)
T61: 1(0.96), 3(0.96), 5(0.98), 7(0.71), 9(0.97), 12(0.91), 13(0.75), 15(1.00), 17(0.75), 19(0.83), 21(0.71), 23(0.99), 25(0.92), 27(0.93), 29(0.92), 31(0.72), 34(0.73), 36(0.96), 39(0.82), 40(0.75), 42(0.96), 44(0.83), 46(0.86), 48(0.79), 50(0.89), 52(0.88), 54(0.89), 56(0.77), 58(0.92), 60(0.85), 62(0.79), 64(0.85), 66(0.93), 68(0.86), 70(0.87), 72(0.72), 74(0.79)
T62: 1(0.89), 3(0.86), 5(0.76), 7(0.77), 9(0.96), 12(0.71), 13(0.80), 16(0.99), 17(0.72), 19(0.86), 21(0.98), 23(0.83), 25(0.96), 27(0.92), 29(0.76), 31(0.93), 34(0.92), 36(0.93), 39(1.00), 40(0.95), 42(0.88), 44(0.93), 46(0.95), 48(0.78), 50(0.86), 52(0.95), 54(0.73), 56(0.84), 58(0.86), 60(0.77), 62(0.92), 64(0.79), 66(0.87), 68(0.92), 70(0.75), 72(0.81), 74(0.89)
T63: 1(1.00), 3(0.97), 5(0.92), 7(0.89), 9(0.80), 12(0.98), 13(0.81), 16(0.73), 17(0.92), 19(0.70), 21(0.83), 23(0.74), 25(0.99), 27(0.91), 29(0.97), 31(0.98), 34(0.88), 36(0.76), 39(0.73), 40(0.79), 42(0.97), 44(0.95), 46(0.73), 48(0.86), 50(0.77), 52(0.87), 54(0.70), 56(0.75), 58(0.95), 60(0.96), 62(0.92), 64(1.00), 66(0.72), 68(0.95), 71(0.99), 72(0.73), 74(0.91)
T64: 1(0.95), 3(0.73), 5(0.87), 7(0.70), 9(0.81), 11(0.99), 13(0.86), 15(0.84), 17(0.84), 19(0.73), 21(0.86), 23(0.95), 25(0.73), 27(0.89), 29(0.74), 31(1.00), 34(0.74), 36(0.80), 39(0.91), 40(0.79), 42(0.75), 44(0.72), 46(0.88), 48(0.87), 51(0.74), 52(0.73), 54(0.97), 56(0.81), 58(0.86), 60(0.90), 62(0.83), 64(0.97), 66(0.88), 68(0.96), 70(0.78), 72(0.75), 74(0.83)
T65: 1(0.92), 3(0.79), 5(0.83), 7(0.91), 9(0.83), 11(0.89), 13(0.92), 15(0.96), 17(0.99), 19(0.79), 21(0.93), 23(0.89), 25(0.82), 27(0.89), 29(0.92), 31(0.77), 34(0.86), 36(0.70), 39(0.94), 40(0.79), 42(0.93), 44(0.93), 46(0.74), 48(0.71), 51(0.98), 52(0.94), 54(0.89), 56(0.97), 58(0.94), 60(0.89), 62(0.71), 64(0.95), 66(0.94), 68(0.88), 71(0.93), 72(0.78), 74(0.83)
T66: 1(0.85), 3(0.84), 5(0.78), 7(0.94), 9(0.74), 12(0.96), 13(0.90), 15(0.71), 17(0.86), 19(0.97), 21(0.98), 23(0.72), 25(0.96), 27(0.92), 29(0.80), 31(0.98), 34(0.79), 36(0.80), 39(0.71), 40(0.75), 42(0.88), 44(0.77), 46(0.91), 48(0.81), 51(0.92), 52(0.84), 54(0.71), 56(0.93), 58(0.77), 60(0.80), 62(0.82), 64(0.91), 66(0.84), 68(0.95), 70(0.81), 72(0.94), 74(0.71)
T67: 1(0.73), 3(0.99), 5(0.98), 7(0.99), 9(0.71), 11(0.79), 13(0.79), 15(0.97), 17(0.76), 19(0.79), 21(0.96), 23(0.83), 25(0.88), 27(0.95), 29(0.84), 31(0.98), 34(0.97), 36(0.70), 39(0.89), 40(0.96), 42(0.73), 44(0.75), 46(0.88), 48(0.81), 51(0.76), 52(0.85), 54(0.76), 56(0.71), 58(0.75), 60(0.94), 63(0.74), 64(0.74), 66(0.70), 68(0.92), 71(0.79), 72(0.82), 74(0.74)
T68: 1(0.72), 3(0.81), 5(0.75), 7(0.71), 9(0.91), 12(0.93), 13(0.95), 16(0.73), 17(0.93), 19(0.78), 21(0.75), 23(0.84), 25(0.77), 27(0.75), 29(0.91), 31(0.83), 34(0.90), 36(0.77), 39(0.98), 40(0.84), 42(0.83), 44(0.77), 46(0.80), 48(0.87), 51(0.79), 52(0.81), 54(1.00), 56(0.86), 58(0.95), 60(0.92), 62(0.78), 64(0.81), 66(0.95), 68(0.99), 70(0.74), 72(1.00), 74(0.82)
T69: 1(0.86), 3(0.80), 5(0.97), 7(0.93), 9(0.85), 12(0.91), 13(1.00), 16(0.80), 17(0.96), 19(0.73), 21(0.77), 23(0.89), 25(0.88), 27(0.93), 29(0.71), 31(0.94), 34(0.81), 36(0.98), 39(0.79), 40(0.78), 42(0.84), 44(0.84), 46(1.00), 48(0.80), 51(0.79), 52(0.80), 54(0.80), 56(0.72), 58(0.82), 60(0.88), 62(0.91), 64(0.90), 66(0.70), 68(0.97), 71(0.88), 72(0.77), 74(0.87)
T70: 1(0.78), 3(0.70), 5(0.89), 7(0.80), 9(0.94), 11(0.79), 13(0.77), 15(0.98), 17(0.88), 19(0.95), 21(0.98), 23(0.94), 25(0.90), 27(0.82), 29(0.94), 31(0.74), 34(0.74), 36(0.76), 39(0.76), 40(0.98), 42(0.75), 44(0.72), 46(0.97), 48(0.97), 51(0.72), 52(0.97), 54(0.86), 56(0.80), 58(0.87), 60(0.70), 62(0.74), 64(0.95), 66(0.73), 69(0.95), 71(0.87), 72(0.75), 74(0.96)
T71: 1(0.71), 3(0.77), 5(0.75), 7(0.90), 9(0.74), 11(0.81), 13(0.96), 15(0.97), 17(0.94), 19(0.70), 21(0.83), 24(0.89), 25(0.73), 27(0.80), 29(0.98), 31(0.93), 34(0.93), 36(0.94), 39(0.81), 40(0.74), 42(0.74), 44(0.79), 46(0.91), 48(0.98), 50(0.81), 52(0.79), 54(0.84), 56(0.92), 58(0.74), 60(0.95), 62(0.98), 64(0.87), 66(0.95), 68(0.71), 71(0.96), 72(0.74), 74(0.78)
T72: 1(0.90), 3(0.95), 5(1.00), 7(0.78), 9(0.82), 11(0.86), 13(0.85), 15(0.80), 17(0.96), 19(0.70), 21(0.95), 24(0.79), 25(0.88), 27(0.77), 29(0.88), 31(0.80), 34(0.80), 36(0.77), 39(0.85), 40(0.83), 42(1.00), 44(0.77), 46(0.89), 48(0.93), 50(0.95), 52(0.97), 54(0.93), 56(0.80), 58(0.91), 60(0.72), 62(0.81), 65(0.88), 66(0.72), 68(0.96), 71(0.98), 72(0.71), 74(0.86)
T73: 1(0.95), 3(0.72), 5(0.76), 7(0.89), 9(0.75), 12(0.94), 13(0.84), 15(0.94), 17(0.85), 19(0.74), 21(0.96), 24(0.77), 25(0.73), 27(0.93), 29(0.78), 31(0.98), 34(0.90), 36(0.87), 39(0.97), 40(0.76), 42(0.83), 44(0.98), 46(0.70), 48(0.86), 50(0.90), 52(0.91), 54(0.84), 56(0.70), 58(0.86), 60(0.83), 62(0.82), 65(0.75), 66(0.77), 68(0.91), 71(0.72), 72(0.95), 74(0.75)
T74: 1(0.86), 3(0.98), 5(0.72), 7(0.77), 10(0.96), 12(0.70), 13(0.70), 15(0.98), 17(0.75), 19(0.97), 21(0.75), 24(0.92), 25(0.91), 27(0.78), 29(0.94), 31(0.82), 34(0.76), 36(0.73), 39(0.87), 40(0.94), 42(0.78), 44(0.92), 46(0.79), 48(0.72), 50(0.99), 52(0.89), 54(0.80), 56(0.93), 58(0.82), 60(0.85), 62(0.74), 65(0.75), 66(0.99), 68(0.71), 71(0.72), 72(0.76), 74(0.93)
T75: 1(0.75), 3(0.93), 5(0.89), 7(0.80), 9(0.80), 12(0.87), 13(0.77), 16(0.83), 17(0.97), 19(0.90), 21(0.97), 24(0.95), 25(0.91), 27(0.87), 29(0.93), 31(0.77), 34(0.83), 36(1.00), 39(0.82), 40(0.79), 42(0.75), 44(0.95), 46(0.81), 48(0.83), 50(0.79), 52(0.99), 54(0.85), 56(0.76), 58(0.75), 60(0.84), 62(0.90), 64(0.88), 66(0.98), 68(0.83), 71(0.73), 72(0.98), 74(0.73)
T76: 1(0.79), 3(0.71), 5(0.75), 7(0.92), 9(0.89), 11(0.79), 13(0.92), 15(0.75), 17(0.75), 19(0.97), 21(0.77), 24(0.89), 25(0.76), 27(0.98), 29(0.79), 31(0.72), 34(1.00), 36(0.70), 39(0.78), 40(0.78), 42(0.94), 44(0.93), 46(0.90), 48(0.79), 51(0.76), 52(0.87), 54(0.92), 56(0.97), 58(0.97), 60(0.85), 62(0.74), 64(0.85), 66(0.95), 68(0.99), 71(0.81), 72(0.99), 74(0.91)
T77: 1(0.79), 3(0.90), 5(0.89), 7(0.78), 9(0.95), 12(0.99), 13(0.88), 15(0.80), 17(0.76), 19(0.89), 21(0.91), 24(0.88), 25(0.98), 27(0.99), 29(0.84), 31(0.77), 34(0.80), 36(0.93), 39(0.86), 40(0.71), 42(0.97), 44(0.92), 46(0.72), 48(0.76), 51(0.89), 52(0.70), 54(0.89), 56(0.97), 58(0.88), 60(0.99), 62(0.76), 64(0.73), 66(0.91), 68(0.94), 71(0.99), 72(0.91), 74(0.73)
T78: 1(0.78), 3(0.75), 5(0.87), 7(0.71), 9(0.77), 11(0.88), 13(0.75), 15(0.79), 17(0.87), 19(0.90), 21(0.90), 24(0.90), 25(0.88), 27(0.78), 29(0.81), 31(0.83), 34(0.88), 36(0.78), 39(0.79), 40(0.90), 42(0.90), 44(0.81), 46(0.95), 48(0.90), 51(0.71), 52(0.74), 54(0.80), 56(0.93), 58(0.96), 60(0.99), 62(0.75), 65(0.94), 66(0.71), 68(0.82), 71(0.83), 72(0.87), 74(0.89)
T79: 1(0.94), 3(0.80), 5(0.99), 7(0.95), 9(0.75), 12(0.93), 13(0.84), 16(0.97), 17(0.82), 19(0.76), 21(0.83), 24(0.98), 25(0.72), 27(0.88), 29(0.99), 31(0.98), 34(0.89), 36(0.79), 39(0.75), 40(0.86), 42(0.78), 44(0.87), 46(0.87), 48(0.71), 51(0.84), 52(0.78), 54(0.92), 56(0.98), 58(0.86), 60(0.98), 62(0.76), 64(0.88), 66(0.73), 68(0.90), 71(0.87), 72(0.77), 74(0.88)
T80: 1(0.95), 3(0.88), 5(0.84), 7(0.94), 9(0.83), 11(0.96), 13(0.86), 15(0.90), 17(0.81), 19(0.80), 21(0.74), 24(0.70), 25(0.99), 27(0.83), 29(0.86), 31(0.75), 34(0.77), 36(0.97), 39(0.84), 40(0.78), 42(0.74), 44(0.83), 46(0.97), 48(0.73), 50(0.85), 52(0.70), 54(0.77), 56(0.93), 58(0.86), 60(0.96), 62(0.75), 65(0.76), 66(0.91), 68(0.86), 71(0.85), 73(0.71), 74(0.84)
T81: 1(0.96), 3(0.75), 5(0.76), 7(0.90), 9(0.81), 11(0.74), 13(0.86), 15(0.94), 17(0.93), 19(0.82), 21(0.90), 24(0.99), 25(1.00), 27(0.97), 29(0.93), 31(0.97), 34(0.99), 36(0.71), 39(0.78), 40(0.88), 42(0.72), 44(0.74), 46(0.88), 48(0.84), 50(0.78), 52(0.87), 54(0.80), 56(0.88), 58(0.95), 60(0.84), 62(0.82), 65(0.98), 66(0.78), 69(0.89), 71(0.81), 73(0.78), 74(0.75)
T82: 1(0.95), 3(0.93), 5(0.75), 7(0.98), 9(0.91), 11(0.87), 13(0.91), 15(0.72), 17(0.86), 19(0.75), 21(0.88), 24(0.83), 25(0.97), 27(0.88), 29(0.82), 31(0.82), 34(0.93), 36(1.00), 39(0.84), 40(0.90), 42(0.82), 44(0.73), 46(0.83), 48(0.75), 51(0.74), 52(0.75), 54(0.89), 56(0.85), 58(0.74), 60(0.70), 62(0.77), 65(0.76), 66(0.85), 68(0.71), 71(0.89), 73(0.77), 74(0.91)
T83: 1(0.80), 3(1.00), 5(0.82), 7(0.77), 9(0.98), 11(0.84), 13(0.74), 15(0.97), 17(0.95), 19(0.90), 21(0.70), 24(0.77), 25(0.81), 27(0.94), 29(0.87), 31(0.98), 34(0.82), 36(0.81), 39(0.79), 40(0.91), 42(0.70), 44(0.71), 46(0.92), 48(0.89), 51(0.81), 52(0.71), 54(0.86), 56(0.94), 58(0.71), 60(0.91), 62(0.90), 65(0.94), 66(0.78), 69(0.92), 71(0.87), 73(0.95), 74(0.76)
T84: 1(0.78), 3(0.92), 5(0.97), 7(0.75), 9(0.99), 11(0.74), 13(0.77), 15(0.97), 17(1.00), 19(0.80), 21(0.91), 24(0.72), 25(0.85), 27(0.83), 29(0.88), 32(0.96), 34(0.88), 36(0.80), 39(0.95), 40(0.74), 42(0.97), 44(0.76), 46(0.94), 48(0.90), 50(0.99), 52(0.81), 54(0.91), 56(0.96), 58(0.99), 60(0.97), 62(0.94), 64(0.96), 66(0.98), 68(0.95), 70(0.76), 72(0.86), 74(0.72)
T85: 1(0.92), 3(0.79), 5(0.83), 7(0.70), 9(0.93), 11(0.75), 13(0.82), 15(0.95), 17(0.97), 19(0.96), 21(0.94), 24(0.91), 25(0.81), 27(0.77), 29(0.74), 32(0.83), 34(0.96), 36(0.77), 39(1.00), 40(0.82), 42(0.79), 44(0.71), 46(0.80), 48(0.71), 50(0.74), 52(0.76), 54(0.87), 56(0.84), 58(0.94), 60(0.90), 62(0.80), 65(0.91), 66(0.83), 68(0.73), 71(0.89), 72(0.93), 74(1.00)
T86: 1(0.83), 3(0.92), 5(0.88), 7(0.97), 9(0.86), 11(0.80), 13(0.87), 15(0.87), 17(0.77), 19(0.72), 21(0.76), 24(0.93), 25(0.78), 27(0.91), 29(0.70), 32(0.77), 34(0.79), 36(0.86), 39(0.98), 40(0.87), 43(0.93), 44(0.72), 46(0.76), 48(0.86), 50(0.77), 52(0.77), 54(0.85), 56(0.81), 58(0.81), 60(0.86), 62(0.94), 65(0.84), 66(0.75), 68(0.89), 70(0.94), 72(0.94), 74(0.89)
T87: 1(0.98), 3(0.90), 5(0.85), 7(0.96), 9(0.84), 12(0.74), 13(0.95), 16(0.74), 17(0.84), 19(0.89), 21(0.96), 24(0.98), 25(0.98), 27(0.70), 29(0.71), 32(0.77), 34(0.96), 36(0.71), 39(0.99), 40(0.85), 42(0.85), 44(0.73), 46(0.90), 48(0.90), 50(1.00), 52(0.78), 54(0.80), 56(0.97), 58(0.96), 60(0.94), 62(0.75), 64(0.97), 66(0.90), 68(0.72), 70(0.94), 72(0.87), 74(0.71)
T88: 1(0.85), 3(0.76), 5(0.78), 7(0.97), 9(0.70), 12(0.83), 13(0.90), 16(0.71), 17(0.92), 19(0.89), 21(0.76), 24(0.77), 25(0.78), 27(0.85), 29(0.89), 32(0.75), 34(0.90), 36(0.94), 39(0.90), 40(0.95), 42(0.75), 44(0.98), 46(0.84), 48(0.72), 50(0.84), 52(0.92), 54(0.81), 56(0.81), 58(0.82), 60(0.99), 62(0.73), 64(0.75), 66(0.91), 68(0.93), 71(0.91), 72(0.88), 74(0.77)
T89: 1(0.74), 3(0.74), 5(0.97), 7(0.97), 9(0.80), 11(0.92), 13(0.70), 15(0.80), 17(0.91), 19(0.91), 21(0.96), 24(0.85), 25(0.88), 27(0.88), 29(0.99), 32(0.92), 34(0.92), 36(0.91), 39(0.77), 40(0.80), 42(0.98), 44(0.85), 46(0.90), 48(0.95), 51(0.76), 52(0.70), 54(0.89), 56(0.71), 58(0.74), 60(0.87), 62(0.80), 64(0.77), 66(0.82), 68(0.90), 70(0.73), 72(0.99), 74(0.98)
T90: 1(0.91), 3(0.78), 5(0.74), 7(0.80), 9(0.95), 11(0.90), 13(0.73), 15(0.70), 17(1.00), 19(0.92), 21(0.80), 24(0.78), 25(0.88), 27(0.98), 29(0.76), 32(0.78), 34(0.83), 36(0.89), 39(0.79), 40(0.84), 42(0.73), 44(0.95), 46(0.89), 48(0.94), 51(0.70), 52(0.92), 54(0.91), 56(0.95), 58(0.88), 60(0.90), 62(0.91), 65(0.80), 66(0.75), 68(0.94), 71(0.79), 72(0.92), 74(0.74)
T91: 1(0.75), 3(0.76), 5(0.90), 7(0.87), 9(0.91), 12(0.77), 13(0.89), 16(0.79), 17(0.80), 19(0.94), 21(0.83), 24(0.84), 25(0.84), 27(0.72), 29(0.70), 32(0.77), 34(0.92), 36(1.00), 39(0.87), 40(0.74), 42(0.71), 44(0.73), 46(0.93), 48(0.83), 51(0.86), 52(0.71), 54(0.71), 56(0.96), 58(0.70), 60(0.99), 62(0.74), 64(0.85), 66(0.99), 68(0.80), 71(0.76), 72(0.84), 74(0.87)
T92: 1(0.99), 3(0.95), 5(0.95), 7(0.91), 9(0.95), 11(0.72), 13(0.97), 15(0.86), 17(0.86), 20(0.94), 21(0.80), 24(0.91), 25(0.81), 27(0.77), 29(0.83), 32(0.74), 34(0.73), 36(0.98), 39(0.85), 40(0.72), 42(0.77), 44(0.93), 47(0.81), 48(0.99), 51(0.86), 52(0.87), 54(0.94), 56(0.81), 58(0.83), 60(0.78), 62(0.91), 64(0.79), 66(0.92), 68(0.95), 70(0.89), 72(0.76), 74(0.75)
T93: 1(0.86), 3(0.98), 5(0.87), 7(0.77), 9(0.89), 11(0.95), 13(0.74), 16(0.88), 17(0.82), 20(0.81), 21(0.98), 24(0.74), 25(0.83), 27(0.96), 29(0.95), 32(0.77), 34(0.87), 36(0.96), 39(0.97), 40(1.00), 42(0.94), 44(0.79), 47(0.74), 48(0.95), 51(0.79), 52(0.96), 54(0.86), 56(0.73), 58(0.82), 60(0.89), 62(0.92), 64(0.83), 66(0.74), 68(0.71), 70(0.74), 72(0.75), 74(0.73)
T94: 1(1.00), 3(0.84), 5(0.79), 7(0.94), 9(0.76), 11(0.95), 13(0.76), 15(0.98), 17(0.82), 19(0.97), 21(0.77), 24(0.70), 25(0.99), 27(0.91), 29(0.77), 32(0.89), 34(0.80), 36(0.90), 39(0.83), 40(0.72), 42(0.72), 44(0.82), 46(0.72), 48(0.91), 50(0.84), 52(0.76), 54(0.90), 56(0.79), 58(0.82), 60(0.83), 62(0.78), 64(0.72), 66(0.98), 68(0.85), 70(0.71), 73(0.86), 74(0.70)
T95: 1(0.88), 3(0.70), 5(0.72), 7(0.76), 9(0.98), 11(0.91), 13(0.87), 15(0.98), 17(0.97), 19(0.90), 21(0.81), 24(0.76), 25(0.86), 27(0.74), 29(0.71), 32(0.77), 34(0.79), 36(0.76), 39(0.86), 40(0.72), 42(0.70), 44(0.84), 46(0.78), 48(0.94), 50(0.79), 52(0.77), 54(0.76), 56(0.85), 58(0.98), 60(0.98), 62(0.97), 65(0.71), 66(0.80), 68(0.80), 71(0.76), 73(0.73), 74(1.00)
T96: 1(0.79), 3(0.85), 5(0.97), 7(0.89), 9(0.79), 11(0.87), 13(0.83), 16(0.99), 17(0.84), 19(0.78), 21(0.82), 24(0.76), 25(0.72), 27(0.85), 29(0.75), 32(0.93), 34(0.72), 36(1.00), 39(0.82), 40(0.80), 42(0.85), 44(1.00), 46(0.91), 48(0.71), 50(0.84), 52(0.77), 54(0.79), 56(0.97), 58(0.88), 60(0.78), 62(0.88), 64(0.75), 66(0.84), 68(0.89), 70(0.96), 73(0.75), 74(0.89)
T97: 1(0.74), 3(0.73), 5(0.97), 7(0.91), 9(0.81), 12(0.84), 13(0.99), 16(0.74), 17(0.94), 19(0.86), 21(0.74), 24(0.98), 25(0.74), 27(0.80), 29(0.87), 32(0.90), 34(0.94), 36(0.73), 39(0.95), 40(0.90), 42(0.70), 44(0.84), 46(0.82), 48(0.90), 50(0.74), 52(0.98), 54(0.94), 56(0.98), 58(0.96), 60(0.72), 62(0.83), 64(0.80), 66(0.85), 68(0.87), 71(0.98), 73(0.96), 74(0.95)
T98: 1(0.80), 3(0.73), 5(0.84), 7(0.91), 9(0.70), 11(0.76), 13(0.84), 15(0.85), 17(0.98), 20(0.73), 21(0.95), 24(0.78), 25(0.95), 27(0.77), 29(0.77), 32(0.81), 34(0.94), 36(0.70), 39(1.00), 40(0.96), 42(0.85), 44(0.94), 47(0.88), 48(0.80), 50(0.90), 52(0.97), 54(0.92), 56(0.75), 58(0.81), 60(0.99), 62(0.77), 64(0.89), 66(0.94), 68(0.91), 70(0.78), 73(0.72), 74(0.75)
T99: 1(0.95), 3(0.74), 5(0.88), 7(0.90), 9(0.71), 11(0.84), 13(0.98), 15(0.83), 17(0.91), 19(0.75), 21(0.93), 24(0.88), 25(0.98), 27(0.99), 29(0.88), 32(0.81), 34(0.77), 36(0.90), 39(0.82), 40(0.90), 42(0.92), 44(0.92), 46(0.82), 48(0.82), 51(0.90), 52(0.71), 54(0.96), 56(0.77), 58(0.85), 60(0.71), 62(0.75), 64(0.96), 66(0.84), 68(0.86), 70(0.87), 73(0.71), 74(0.98)
T100: 1(0.85), 3(0.73), 5(0.77), 7(0.95), 9(0.90), 12(0.93), 13(0.91), 16(0.98), 18(0.86), 20(0.78), 21(0.79), 23(0.73), 25(0.72), 27(0.82), 29(0.99), 31(0.74), 34(0.72), 36(0.81), 38(0.80), 40(0.81), 42(0.82), 44(0.99), 46(0.77), 48(0.86), 50(0.86), 52(0.94), 54(0.82), 56(0.70), 58(0.99), 60(0.74), 62(0.70), 64(0.70), 66(0.86), 68(0.71), 70(0.97), 72(0.87), 74(0.72)
T101: 1(0.83), 3(0.82), 5(0.88), 7(0.98), 9(0.71), 12(0.90), 13(0.85), 16(0.99), 18(0.74), 20(0.96), 21(0.97), 23(0.88), 25(0.79), 27(0.80), 29(0.81), 31(0.85), 34(0.95), 36(0.86), 38(0.88), 40(0.86), 42(0.87), 44(0.89), 47(0.71), 48(0.79), 50(0.73), 52(0.81), 54(0.75), 56(0.82), 58(0.79), 60(0.79), 62(0.81), 64(0.77), 66(0.83), 68(0.85), 70(0.84), 72(0.97), 74(0.87)
T102: 1(0.97), 3(0.96), 5(0.94), 7(0.72), 9(0.88), 11(0.83), 13(0.71), 16(0.99), 18(0.97), 20(0.76), 21(0.71), 24(0.84), 25(0.77), 27(0.79), 29(0.79), 31(0.82), 34(0.85), 36(0.79), 38(0.94), 40(0.98), 42(0.85), 44(0.94), 46(0.97), 48(0.82), 50(0.82), 52(0.93), 54(0.75), 56(0.72), 58(0.86), 60(0.94), 62(0.98), 64(0.96), 66(0.75), 68(0.92), 70(0.79), 72(0.78), 74(0.80)
T103: 1(0.92), 3(0.95), 5(0.86), 7(0.73), 9(0.81), 12(0.97), 13(0.94), 16(0.79), 18(0.75), 20(0.94), 21(0.84), 24(0.95), 25(0.84), 27(0.83), 29(0.85), 31(0.88), 34(0.73), 36(0.98), 38(0.89), 40(0.92), 42(0.73), 44(0.90), 46(0.95), 48(0.85), 50(1.00), 52(1.00), 54(0.72), 56(0.73), 58(0.81), 60(0.96), 62(0.79), 64(0.75), 66(0.95), 68(0.80), 70(0.87), 72(0.99), 74(0.73)
T104: 1(0.75), 3(0.87), 5(0.76), 7(0.75), 9(0.89), 11(0.79), 13(0.74), 16(1.00), 18(0.85), 20(0.80), 21(0.89), 24(0.87), 25(0.90), 27(0.79), 29(0.92), 31(0.90), 34(0.86), 36(0.96), 38(0.87), 40(0.76), 42(0.77), 44(0.93), 47(0.72), 48(0.99), 50(0.78), 52(0.82), 54(0.90), 56(0.79), 58(0.77), 60(0.75), 62(0.76), 64(0.91), 66(0.75), 68(0.94), 70(0.96), 72(0.80), 74(0.94)
